tier,source_tools,source_commands,combined_command_template,combination_description,is_valid_combination,category,input_nl,target_command
T1xT1,lsof+xargs,lsof -p PID | arguments_source | xargs command,lsof -p 1234,list files opened by a specific process ID,True,Power,retrieve file descriptors for pid 5678,lsof -p 5678
T1xT1,lsof+xargs,lsof -p PID | arguments_source | xargs command,lsof -p 1234,list files opened by a specific process ID,True,Direct,display the open files for process 5678,lsof -p 5678
T1xT1,lsof+xargs,lsof -p PID | arguments_source | xargs command,lsof -p 1234,list files opened by a specific process ID,True,Noob,what is that process 5678 actually touching?,lsof -p 5678
T1xT1,lsof+xargs,lsof -p PID | arguments_source | xargs command,lsof -p 1234,list files opened by a specific process ID,True,ChatGPT-style,show me the files opened by process 5678,lsof -p 5678
T1xT1,lsof+xargs,lsof -p PID | arguments_source | xargs command,lsof -p 1234,list files opened by a specific process ID,True,Broken English,check files for pid 5678,lsof -p 5678
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Lazy,lsof pid chrome,lsof -p 1234
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Power,list open files for process id 1234,lsof -p 1234
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Direct,show which files are open for process 1234,lsof -p 1234
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Noob,what files is the background app using right now?,lsof -p 1234
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,ChatGPT-style,can you tell me what files are open for process 1234?,lsof -p 1234
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Broken English,files open process 1234,lsof -p 1234
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Lazy,lsof pid firefox,lsof -p 5678
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Power,examine open files for pid 5678,lsof -p 5678
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Direct,display files open by process 5678,lsof -p 5678
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Noob,check which files my game app is touching,lsof -p 9012
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,ChatGPT-style,what files are open for process 9012?,lsof -p 9012
T1xT1,lsof+wget,lsof -p PID | wget https://example.com/foo,lsof -p 1234,list all files currently open by the process with id 1234,True,Broken English,open files process 9012,lsof -p 9012
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Lazy,npm ls open,npm ls | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Power,list local dependencies and view them in finder,npm ls | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Direct,display a list of installed npm modules in finder,npm ls | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Noob,can i see a list of all the things i downloaded for my project in the finder?,npm ls | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,ChatGPT-style,how can i list all npm packages and show them in finder?,npm ls | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Broken English,show npm modules list finder,npm ls | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Lazy,npm list open,npm list | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Power,get a list of all dependencies and open finder,npm list | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Direct,open the list of installed packages in finder,npm list | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Noob,where can i go to look at the files i added to my project?,npm list | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,ChatGPT-style,please help me find where to see the list of installed node packages,npm list | open -a Finder
T1xT1,npm+open,npm [ls|list] | open .,npm ls | open -a Finder,list all locally installed dependencies and display the results in a Finder window,True,Broken English,list modules and open folder,npm list | open -a Finder
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Lazy,npm list python,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Power,dump local package tree to python shell,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Direct,show installed node modules and open them in python,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Noob,how do i look at my installed npm packages inside python?,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,ChatGPT-style,can you list my local npm packages and then open them in python for analysis?,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Broken English,npm list python repl,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Lazy,npm ls python,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Power,execute npm list and pipe to python interpreter,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Direct,list the current project's dependencies and pass them to python,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Noob,i want to see what stuff is installed and play with it in python,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,ChatGPT-style,please run npm list and then start a python session with the output,npm list | python
T1xT1,npm+python,npm [ls|list] | python,npm list | python,list local npm dependencies and feed the output into a python REPL,True,Broken English,npm list python shell,npm list | python
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Lazy,pgrep node npm list,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Power,list local npm packages for running node processes,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Direct,show npm dependencies for all active node processes,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Noob,how do i see what packages are installed in my node apps that are actually running?,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,ChatGPT-style,what is the command to display the local dependencies of any currently running node apps?,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Broken English,npm packages running node process,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Lazy,npm list pgrep,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Power,list dependencies for node processes via pgrep,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Direct,list local packages for all node processes,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Noob,check which packages are installed in my background node apps,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,ChatGPT-style,can you tell me the local dependencies for the node processes currently running?,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pgrep,npm [ls|list] | pgrep process_name,pgrep -f node | xargs npm list --depth=0,find running node processes and list their local dependencies,True,Broken English,show npm packages running node,pgrep -f node | xargs npm list --depth=0
T1xT1,npm+pkill,"npm [ls|list] | pkill ""process_name""",npm list | pkill node,list local npm packages and kill all node processes,True,Lazy,npm list pkill node,npm list | pkill node
T1xT1,npm+pkill,"npm [ls|list] | pkill ""process_name""",npm list | pkill node,list local npm packages and kill all node processes,True,Power,list local npm deps and kill node process,npm list | pkill node
T1xT1,npm+pkill,"npm [ls|list] | pkill ""process_name""",npm list | pkill node,list local npm packages and kill all node processes,True,Direct,display the list of installed npm packages and terminate the node process,npm list | pkill node
T1xT1,npm+pkill,"npm [ls|list] | pkill ""process_name""",npm list | pkill node,list local npm packages and kill all node processes,True,Noob,i want to see what is installed in my node project and stop the background node process,npm list | pkill node
